"wikipedia_page"
"http://en.wikipedia.org/wiki/Mixcloud"
"http://en.wikipedia.org/wiki/Musixmatch"
"http://en.wikipedia.org/wiki/Resident_Advisor"
"http://en.wikipedia.org/wiki/Shazam_(service)"
"http://en.wikipedia.org/wiki/Songkick"
"http://en.wikipedia.org/wiki/Soundcloud"
"http://en.wikipedia.org/wiki/Spotify"
"http://en.wikipedia.org/wiki/WIMP_(music_streaming_service)"
"http://en.wikipedia.org/wiki/Kobalt_Label_Services"
"http://en.wikipedia.org/wiki/Sonos"
"http://en.wikipedia.org/wiki/Ableton"
"http://en.wikipedia.org/wiki/Last.fm"
"http://en.wikipedia.org/wiki/Warner_music"
"http://en.wikipedia.org/wiki/Bmg"
"http://en.wikipedia.org/wiki/Universal_Music_Group"
"http://en.wikipedia.org/wiki/Sony_Music"
"http://en.wikipedia.org/wiki/ITunes"
"http://en.wikipedia.org/wiki/Amazon.com"
